description,category
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 950711210399 DOMINOSPIZZA,Food & Drinks
POS DEBIT 343139641488 UNIVERSITYFEES,Education
UPI/P2M/554396493617/MAKEMYTRIP,Travel & Transport
UPI/P2M/776596835097/ZOMATO,Food & Drinks
POS DEBIT 689504278860 CASHWITHDRAWAL,Withdrawals
POS DEBIT 563273924635 PVRCINEMAS,Entertainment
UPI/P2M/105461570203/BOOKMYSHOW,Entertainment
POS DEBIT 241891314211 CASHWITHDRAWAL,Withdrawals
UPI/P2M/338493511833/UDEMY,Education
UPI/P2M/695505091082/MAKEMYTRIP,Travel & Transport
UPI/P2M/798504847120/COURSERA,Education
NEFT CR-847319130681-RENTAL INCOME,Income
UPI/P2M/776596835097/ZOMATO,Food & Drinks
POS DEBIT 973429097727 LOCALGYM,Health & Fitness
UPI/P2M/737107482584/MYNTRA,Shopping
POS DEBIT 578530774166 CULTFIT,Health & Fitness
POS DEBIT 092597335286 VODAFONEIDEA,Bills & Utilities
POS DEBIT 232350577779 CULTFIT,Health & Fitness
POS DEBIT 846081709693 DOMINOSPIZZA,Food & Drinks
NEFT CR-482762775127-RENTAL INCOME,Income
NEFT CR-167991903587-SALARY CREDIT,Income
POS DEBIT 483835998526 UNIVERSITYFEES,Education
UPI/P2M/132862186367/ZARA,Shopping
POS DEBIT 622812274736 VODAFONEIDEA,Bills & Utilities
UPI/P2M/166607024145/COURSERA,Education
NEFT CR-295898002497-SALARY CREDIT,Income
UPI/P2M/312011206231/AIRTEL,Bills & Utilities
UPI/P2M/865338537072/NETFLIX.COM,Entertainment
UPI/P2M/446836689322/H&M,Shopping
POS DEBIT 676868666259 REDBUS,Travel & Transport
UPI/P2M/595315579528/UDEMY,Education
POS DEBIT 564287270526 LOCALGYM,Health & Fitness
UPI/P2M/318870873885/ZEPTO,Groceries
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/683944049420/MYNTRA,Shopping
POS DEBIT 226468703644 PVRCINEMAS,Entertainment
POS DEBIT 387372785184 LOCALSUPERMARKET,Groceries
POS DEBIT 111029479659 CASHWITHDRAWAL,Withdrawals
UPI/P2M/338203484772/MYPROTEIN,Health & Fitness
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
UPI/P2M/562327638738/BOOKMYSHOW,Entertainment
POS DEBIT 602927552788 DOMINOSPIZZA,Food & Drinks
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
UPI/P2M/261902178236/UBER,Travel & Transport
POS DEBIT 903389723056 MUTUALFUNDSIP,Investments
UPI/P2M/250203640128/JIOMART,Groceries
UPI/P2M/629876911271/FLIPKART,Shopping
UPI/P2M/995396519049/SWIGGY,Food & Drinks
POS DEBIT 416914892829 CASHWITHDRAWAL,Withdrawals
UPI/P2M/257300361915/BIGBASKET,Groceries
UPI/P2M/622057986171/MYPROTEIN,Health & Fitness
NEFT CR-984054934225-FREELANCE PAYMENT,Income
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
UPI/P2M/932650337289/MAKEMYTRIP,Travel & Transport
POS DEBIT 680649080833 CULTFIT,Health & Fitness
UPI/P2M/936384050452/COURSERA,Education
UPI/P2M/175448859457/COURSERA,Education
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
UPI/P2M/834057654156/NETFLIX.COM,Entertainment
POS DEBIT 566114677446 RELIANCEDIGITAL,Shopping
UPI/P2M/534128676554/MAKEMYTRIP,Travel & Transport
POS DEBIT 755604240545 CASHWITHDRAWAL,Withdrawals
POS DEBIT 516119927009 CASHWITHDRAWAL,Withdrawals
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
UPI/P2M/100649108172/SWIGGY,Food & Drinks
NEFT CR-189151457652-FREELANCE PAYMENT,Income
POS DEBIT 828123298146 CASHWITHDRAWAL,Withdrawals
POS DEBIT 680649080833 CULTFIT,Health & Fitness
POS DEBIT 952207612142 CASHWITHDRAWAL,Withdrawals
UPI/P2M/634619752013/GOIBIBO,Travel & Transport
UPI/P2M/141204521314/JIOMART,Groceries
UPI/P2M/161562246548/GOIBIBO,Travel & Transport
POS DEBIT 305808735735 PRIMEVIDEO,Entertainment
UPI/P2M/460769948785/SWIGGY,Food & Drinks
UPI/P2M/445005600227/ZEPTO,Groceries
UPI/P2M/237682298086/BOOKMYSHOW,Entertainment
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
UPI/P2M/634982010259/FLIPKART,Shopping
UPI/P2M/651205371183/MYNTRA,Shopping
POS DEBIT 879789301195 APOLLOPHARMACY,Health & Fitness
POS DEBIT 183127886110 CULTFIT,Health & Fitness
UPI/P2M/410392772061/GOIBIBO,Travel & Transport
UPI/P2M/622747102673/MYPROTEIN,Health & Fitness
UPI/P2M/785157681480/GROWW,Investments
UPI/P2M/764385994928/BIGBASKET,Groceries
UPI/P2M/815315722291/ZERODHA,Investments
POS DEBIT 214426420860 MUTUALFUNDSIP,Investments
UPI/P2M/753198445519/MAKEMYTRIP,Travel & Transport
UPI/P2M/426081376716/ZEPTO,Groceries
NEFT CR-337798966653-SALARY CREDIT,Income
POS DEBIT 680649080833 CULTFIT,Health & Fitness
UPI/P2M/807749262768/BOOKMYSHOW,Entertainment
UPI/P2M/214531249270/NETFLIX.COM,Entertainment
POS DEBIT 550747999670 CASHWITHDRAWAL,Withdrawals
UPI/P2M/643395081458/ZOMATO,Food & Drinks
UPI/P2M/305129997588/MYPROTEIN,Health & Fitness
POS DEBIT 066479853170 BANKCHARGES,Miscellaneous
UPI/P2M/815315722291/ZERODHA,Investments
UPI/P2M/684167677709/ZOMATO,Food & Drinks
UPI/P2M/489469165686/MAKEMYTRIP,Travel & Transport
UPI/P2M/950026309105/MYNTRA,Shopping
POS DEBIT 173464080871 CASHWITHDRAWAL,Withdrawals
POS DEBIT 874816788391 CASHWITHDRAWAL,Withdrawals
UPI/P2M/349890379953/COURSERA,Education
POS DEBIT 353399844412 PRIMEVIDEO,Entertainment
UPI/P2M/776596835097/ZOMATO,Food & Drinks
POS DEBIT 121754807860 CASHWITHDRAWAL,Withdrawals
POS DEBIT 983715018813 CASHWITHDRAWAL,Withdrawals
POS DEBIT 668040786672 UNIVERSITYFEES,Education
POS DEBIT 081852614230 APOLLOPHARMACY,Health & Fitness
POS DEBIT 519225193876 CASHWITHDRAWAL,Withdrawals
UPI/P2M/516707692505/GIFT,Miscellaneous
POS DEBIT 838155524164 UNIVERSITYFEES,Education
POS DEBIT 674417071553 INDIANRAILWAYS,Travel & Transport
NEFT CR-423103027766-RENTAL INCOME,Income
UPI/P2M/914046801964/ZERODHA,Investments
POS DEBIT 904839627368 UNIVERSITYFEES,Education
POS DEBIT 797225100376 CASHWITHDRAWAL,Withdrawals
UPI/P2M/609439911562/UBER,Travel & Transport
POS DEBIT 092597335286 VODAFONEIDEA,Bills & Utilities
UPI/P2M/634231686156/MYNTRA,Shopping
POS DEBIT 196117214868 UNIVERSITYFEES,Education
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
UPI/P2M/348762047802/MAKEMYTRIP,Travel & Transport
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
POS DEBIT 293993671185 REDBUS,Travel & Transport
UPI/P2M/485954114876/FLIPKART,Shopping
UPI/P2M/641185120899/MAKEMYTRIP,Travel & Transport
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 191913212149 CASHWITHDRAWAL,Withdrawals
UPI/P2M/351678818651/MAKEMYTRIP,Travel & Transport
UPI/P2M/362117769239/ZERODHA,Investments
POS DEBIT 970649714402 CASHWITHDRAWAL,Withdrawals
UPI/P2M/321734035546/BOOKMYSHOW,Entertainment
POS DEBIT 775109739980 CASHWITHDRAWAL,Withdrawals
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
POS DEBIT 742320345143 OLACABS,Travel & Transport
POS DEBIT 484712428181 CASHWITHDRAWAL,Withdrawals
POS DEBIT 872432250580 CASHWITHDRAWAL,Withdrawals
UPI/P2M/279022222854/UBER,Travel & Transport
UPI/P2M/585885859374/STARBUCKS,Food & Drinks
UPI/P2M/213027700751/ZERODHA,Investments
POS DEBIT 292438885695 UNIVERSITYFEES,Education
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 711033617584 PRIMEVIDEO,Entertainment
UPI/P2M/467395019042/GOIBIBO,Travel & Transport
UPI/P2M/149802090138/ZARA,Shopping
POS DEBIT 560878715931 BANKCHARGES,Miscellaneous
POS DEBIT 877896943386 BANKCHARGES,Miscellaneous
POS DEBIT 500622463641 CULTFIT,Health & Fitness
NEFT CR-420653764931-SALARY CREDIT,Income
UPI/P2M/504004865632/UDEMY,Education
NEFT CR-620828883865-FREELANCE PAYMENT,Income
NEFT CR-703576123947-SALARY CREDIT,Income
NEFT CR-963060722051-SALARY CREDIT,Income
UPI/P2M/101403987560/JIOMART,Groceries
POS DEBIT 459946084957 DOMINOSPIZZA,Food & Drinks
UPI/P2M/516707692505/GIFT,Miscellaneous
POS DEBIT 145616520894 UNIVERSITYFEES,Education
UPI/P2M/900331630824/MYPROTEIN,Health & Fitness
POS DEBIT 623186200705 WATERSUPPLYDEPT,Bills & Utilities
UPI/P2M/559299808916/SWIGGY,Food & Drinks
POS DEBIT 774122415073 UNIVERSITYFEES,Education
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
UPI/P2M/422416579054/GROWW,Investments
UPI/P2M/349145509132/JIOMART,Groceries
POS DEBIT 434034774025 MISCPURCHASE,Miscellaneous
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
UPI/P2M/815315722291/ZERODHA,Investments
UPI/P2M/302276945475/GOIBIBO,Travel & Transport
POS DEBIT 583506230940 LOCALGYM,Health & Fitness
NEFT CR-323884977870-RENTAL INCOME,Income
UPI/P2M/558617956308/JIOMART,Groceries
POS DEBIT 533690532408 MUTUALFUNDSIP,Investments
UPI/P2M/013913237104/GIFT,Miscellaneous
UPI/P2M/570785517327/GROWW,Investments
POS DEBIT 475290662106 LOCALSUPERMARKET,Groceries
UPI/P2M/985412259029/COURSERA,Education
UPI/P2M/657988117455/JIOMART,Groceries
POS DEBIT 714032684753 REDBUS,Travel & Transport
NEFT CR-267449932586-FREELANCE PAYMENT,Income
POS DEBIT 240746562219 CASHWITHDRAWAL,Withdrawals
UPI/P2M/953888365361/ZERODHA,Investments
POS DEBIT 104417291682 UNIVERSITYFEES,Education
POS DEBIT 092597335286 VODAFONEIDEA,Bills & Utilities
UPI/P2M/120132901139/COURSERA,Education
POS DEBIT 530725753109 APOLLOPHARMACY,Health & Fitness
UPI/P2M/558602765986/GROWW,Investments
POS DEBIT 647723682471 APOLLOPHARMACY,Health & Fitness
UPI/P2M/866215111354/GOIBIBO,Travel & Transport
UPI/P2M/930378619912/COURSERA,Education
POS DEBIT 202848110647 CULTFIT,Health & Fitness
POS DEBIT 335832823167 OLACABS,Travel & Transport
NEFT CR-810652295150-FREELANCE PAYMENT,Income
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
POS DEBIT 817892783595 UNIVERSITYFEES,Education
UPI/P2M/904461469276/COURSERA,Education
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
POS DEBIT 667139606724 PVRCINEMAS,Entertainment
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
UPI/P2M/527230773835/BIGBASKET,Groceries
POS DEBIT 644815088990 APOLLOPHARMACY,Health & Fitness
UPI/P2M/121177784208/UDEMY,Education
POS DEBIT 689579648210 CASHWITHDRAWAL,Withdrawals
UPI/P2M/366052620390/ZARA,Shopping
UPI/P2M/701264220887/FLIPKART,Shopping
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
POS DEBIT 866704815066 DOMINOSPIZZA,Food & Drinks
UPI/P2M/113801738285/MCDONALDS,Food & Drinks
UPI/P2M/013913237104/GIFT,Miscellaneous
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
UPI/P2M/839511162653/ZEPTO,Groceries
UPI/P2M/244489968731/ZARA,Shopping
UPI/P2M/424277356688/ZARA,Shopping
UPI/P2M/175873418947/BOOKMYSHOW,Entertainment
UPI/P2M/154134837358/BIGBASKET,Groceries
NEFT CR-409610001947-SALARY CREDIT,Income
NEFT CR-801831329441-FREELANCE PAYMENT,Income
UPI/P2M/328154371653/GROWW,Investments
POS DEBIT 553267967458 UNIVERSITYFEES,Education
UPI/P2M/300710171296/FLIPKART,Shopping
NEFT CR-305618488014-RENTAL INCOME,Income
POS DEBIT 526902824658 CASHWITHDRAWAL,Miscellaneous
UPI/P2M/867598082251/FLIPKART,Shopping
POS DEBIT 385629177583 MISCPURCHASE,Miscellaneous
UPI/P2M/660441153158/BIGBASKET,Groceries
UPI/P2M/898749895356/BIGBASKET,Groceries
NEFT CR-582520707880-SALARY CREDIT,Income
POS DEBIT 440841502914 UNIVERSITYFEES,Education
UPI/P2M/620664730502/ZERODHA,Investments
UPI/P2M/730877110347/GIFT,Miscellaneous
POS DEBIT 560878715931 BANKCHARGES,Miscellaneous
POS DEBIT 723323787312 THEBEERCAFE,Food & Drinks
POS DEBIT 309731546890 MUTUALFUNDSIP,Investments
UPI/P2M/742004485690/UDEMY,Education
UPI/P2M/128320678329/ZARA,Shopping
POS DEBIT 647542474748 APOLLOPHARMACY,Health & Fitness
POS DEBIT 387021939448 UNIVERSITYFEES,Education
NEFT CR-844292268872-FREELANCE PAYMENT,Income
UPI/P2M/149636189873/AIRTEL,Bills & Utilities
NEFT CR-330391655902-SALARY CREDIT,Income
UPI/P2M/856881560598/GOIBIBO,Travel & Transport
UPI/P2M/578377282928/BLINKIT,Groceries
UPI/P2M/612452269585/ZERODHA,Investments
UPI/P2M/516707692505/GIFT,Miscellaneous
UPI/P2M/693196273035/H&M,Shopping
UPI/P2M/467423588388/UDEMY,Education
UPI/P2M/991652641606/MAKEMYTRIP,Travel & Transport
UPI/P2M/258062032070/BLINKIT,Groceries
UPI/P2M/133093572660/MCDONALDS,Food & Drinks
POS DEBIT 546320264613 THEBEERCAFE,Food & Drinks
UPI/P2M/150046684196/AIRTEL,Bills & Utilities
POS DEBIT 257867784233 UNIVERSITYFEES,Education
UPI/P2M/416731025858/ZARA,Shopping
UPI/P2M/190235776689/UPSTOX,Investments
UPI/P2M/785157681480/GROWW,Investments
UPI/P2M/468805475208/ZEPTO,Groceries
UPI/P2M/124560560356/AMAZON,Shopping
UPI/P2M/730877110347/GIFT,Miscellaneous
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
UPI/P2M/942883219575/FLIPKART,Shopping
UPI/P2M/013913237104/GIFT,Miscellaneous
UPI/P2M/193558137160/MAKEMYTRIP,Travel & Transport
POS DEBIT 385629177583 MISCPURCHASE,Miscellaneous
POS DEBIT 122807550079 LOCALSUPERMARKET,Groceries
UPI/P2M/922714975989/ZEPTO,Groceries
POS DEBIT 674642090583 CASHWITHDRAWAL,Withdrawals
POS DEBIT 634278885990 LOCALGYM,Health & Fitness
POS DEBIT 217662024073 DOMINOSPIZZA,Food & Drinks
POS DEBIT 157432645695 CASHWITHDRAWAL,Withdrawals
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
POS DEBIT 112026899498 APOLLOPHARMACY,Health & Fitness
POS DEBIT 250644098763 LOCALGYM,Health & Fitness
POS DEBIT 488710206485 LOCALSUPERMARKET,Groceries
UPI/P2M/516707692505/GIFT,Miscellaneous
POS DEBIT 107273554300 CASHWITHDRAWAL,Withdrawals
POS DEBIT 232350577779 CULTFIT,Health & Fitness
POS DEBIT 643569913846 CASHWITHDRAWAL,Withdrawals
POS DEBIT 578530774166 CULTFIT,Health & Fitness
UPI/P2M/641654492632/COURSERA,Education
NEFT CR-469021186393-FREELANCE PAYMENT,Income
UPI/P2M/584096981471/GOIBIBO,Travel & Transport
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 276108020130 PVRCINEMAS,Entertainment
UPI/P2M/516707692505/GIFT,Miscellaneous
UPI/P2M/444262040738/ZOMATO,Food & Drinks
POS DEBIT 927598380139 MUTUALFUNDSIP,Investments
NEFT CR-596383770730-FREELANCE PAYMENT,Income
UPI/P2M/639337900504/UDEMY,Education
UPI/P2M/830171751120/BOOKMYSHOW,Entertainment
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
UPI/P2M/977145448706/NETFLIX.COM,Entertainment
NEFT CR-323884977870-RENTAL INCOME,Income
POS DEBIT 385629177583 MISCPURCHASE,Miscellaneous
UPI/P2M/714737655558/UDEMY,Education
UPI/P2M/730877110347/GIFT,Miscellaneous
POS DEBIT 174008783195 WATERSUPPLYDEPT,Bills & Utilities
POS DEBIT 363005920117 PRIMEVIDEO,Entertainment
POS DEBIT 634080759609 INDIANRAILWAYS,Travel & Transport
POS DEBIT 469150544497 CASHWITHDRAWAL,Withdrawals
UPI/P2M/318835375775/GROWW,Investments
POS DEBIT 644973022608 RELIANCEDIGITAL,Shopping
POS DEBIT 221149195151 CASHWITHDRAWAL,Withdrawals
NEFT CR-924866594991-FREELANCE PAYMENT,Income
UPI/P2M/645902088505/NETFLIX.COM,Entertainment
UPI/P2M/423294795128/MYPROTEIN,Health & Fitness
POS DEBIT 831410686524 REDBUS,Travel & Transport
UPI/P2M/911421195775/ZERODHA,Investments
POS DEBIT 574129640022 THEBEERCAFE,Food & Drinks
UPI/P2M/725771344488/COURSERA,Education
UPI/P2M/864828669840/NETFLIX.COM,Entertainment
POS DEBIT 143624031972 CASHWITHDRAWAL,Withdrawals
POS DEBIT 914626916235 CASHWITHDRAWAL,Withdrawals
POS DEBIT 707221705755 INDIANRAILWAYS,Travel & Transport
POS DEBIT 104548232296 LOCALSUPERMARKET,Groceries
POS DEBIT 953413932444 CULTFIT,Health & Fitness
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
UPI/P2M/785157681480/GROWW,Investments
POS DEBIT 395958539153 PVRCINEMAS,Entertainment
UPI/P2M/722232114405/NETFLIX.COM,Entertainment
UPI/P2M/474343428534/JIOMART,Groceries
NEFT CR-176950506603-SALARY CREDIT,Income
UPI/P2M/013913237104/GIFT,Miscellaneous
POS DEBIT 354674047614 CASHWITHDRAWAL,Miscellaneous
UPI/P2M/272753675631/BOOKMYSHOW,Entertainment
POS DEBIT 997755290780 PVRCINEMAS,Entertainment
UPI/P2M/650720248279/H&M,Shopping
POS DEBIT 498704973297 CASHWITHDRAWAL,Miscellaneous
POS DEBIT 495244606384 BANKCHARGES,Miscellaneous
POS DEBIT 384510501575 THEBEERCAFE,Food & Drinks
POS DEBIT 735899900556 THEBEERCAFE,Food & Drinks
POS DEBIT 263245583640 APOLLOPHARMACY,Health & Fitness
POS DEBIT 424810891057 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/701264220887/FLIPKART,Shopping
NEFT CR-471681441862-FREELANCE PAYMENT,Income
UPI/P2M/969615354011/FLIPKART,Shopping
POS DEBIT 229585717033 APOLLOPHARMACY,Health & Fitness
POS DEBIT 225609920495 CULTFIT,Health & Fitness
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
POS DEBIT 447902400637 CASHWITHDRAWAL,Withdrawals
POS DEBIT 441205051616 MUTUALFUNDSIP,Investments
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/161505596752/BSNL,Bills & Utilities
POS DEBIT 936908857590 CASHWITHDRAWAL,Withdrawals
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
UPI/P2M/869854978422/ZOMATO,Food & Drinks
UPI/P2M/632644896563/BIGBASKET,Groceries
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
UPI/P2M/665082806953/JIOMART,Groceries
UPI/P2M/939145644005/UDEMY,Education
POS DEBIT 176631841320 CULTFIT,Health & Fitness
POS DEBIT 705255402928 CASHWITHDRAWAL,Withdrawals
POS DEBIT 593340654802 LOCALSUPERMARKET,Groceries
POS DEBIT 268268999427 BANKCHARGES,Miscellaneous
POS DEBIT 171252589618 PRIMEVIDEO,Entertainment
UPI/P2M/543568452582/NETFLIX.COM,Entertainment
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
POS DEBIT 932940577325 APOLLOPHARMACY,Health & Fitness
POS DEBIT 108237759283 CASHWITHDRAWAL,Withdrawals
POS DEBIT 130759163453 LOCALSUPERMARKET,Groceries
POS DEBIT 929992222600 APOLLOPHARMACY,Health & Fitness
UPI/P2M/847885008123/ZEPTO,Groceries
UPI/P2M/328086951531/GROWW,Investments
POS DEBIT 941274929869 OLACABS,Travel & Transport
UPI/P2M/184934497006/ZARA,Shopping
UPI/P2M/604619152882/NETFLIX.COM,Entertainment
UPI/P2M/517173978274/STARBUCKS,Food & Drinks
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
NEFT CR-427975305555-SALARY CREDIT,Income
POS DEBIT 578530774166 CULTFIT,Health & Fitness
POS DEBIT 331414054810 MISCPURCHASE,Miscellaneous
POS DEBIT 316321498148 CASHWITHDRAWAL,Withdrawals
UPI/P2M/776596835097/ZOMATO,Food & Drinks
POS DEBIT 232350577779 CULTFIT,Health & Fitness
POS DEBIT 360807916222 CASHWITHDRAWAL,Withdrawals
UPI/P2M/942620213242/UPSTOX,Investments
UPI/P2M/590840299581/ZEPTO,Groceries
UPI/P2M/775817772473/BSNL,Bills & Utilities
POS DEBIT 427866923216 RELIANCEDIGITAL,Shopping
UPI/P2M/516707692505/GIFT,Miscellaneous
NEFT CR-654073231350-FREELANCE PAYMENT,Income
UPI/P2M/950026309105/MYNTRA,Shopping
POS DEBIT 631368382678 BANKCHARGES,Miscellaneous
UPI/P2M/464286299641/COURSERA,Education
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
POS DEBIT 560878715931 BANKCHARGES,Miscellaneous
POS DEBIT 487418469171 CASHWITHDRAWAL,Withdrawals
UPI/P2M/980521726883/ZARA,Shopping
UPI/P2M/516707692505/GIFT,Miscellaneous
NEFT CR-323884977870-RENTAL INCOME,Income
POS DEBIT 914442750805 PVRCINEMAS,Entertainment
UPI/P2M/734921161869/GIFT,Miscellaneous
UPI/P2M/749101229130/COURSERA,Education
NEFT CR-251613600543-FREELANCE PAYMENT,Income
UPI/P2M/439026705345/SWIGGY,Food & Drinks
UPI/P2M/255379179586/ZERODHA,Investments
UPI/P2M/400937940271/MAKEMYTRIP,Travel & Transport
UPI/P2M/480455532439/MAKEMYTRIP,Travel & Transport
POS DEBIT 537536107673 CASHWITHDRAWAL,Withdrawals
POS DEBIT 501058300432 PVRCINEMAS,Entertainment
UPI/P2M/162504459353/STARBUCKS,Food & Drinks
POS DEBIT 605053086105 OLACABS,Travel & Transport
POS DEBIT 506643795202 CASHWITHDRAWAL,Withdrawals
UPI/P2M/569375681355/UDEMY,Education
UPI/P2M/815315722291/ZERODHA,Investments
NEFT CR-515125390632-FREELANCE PAYMENT,Income
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
UPI/P2M/556435918901/JIOMART,Groceries
UPI/P2M/386170975593/COURSERA,Education
POS DEBIT 101765047410 CULTFIT,Health & Fitness
UPI/P2M/189540336124/ZOMATO,Food & Drinks
UPI/P2M/354224967408/ZOMATO,Food & Drinks
UPI/P2M/750252695951/AMAZON,Shopping
UPI/P2M/105260962760/AMAZON,Shopping
POS DEBIT 204098296123 DOMINOSPIZZA,Food & Drinks
UPI/P2M/693520103008/ZARA,Shopping
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
UPI/P2M/675974342855/BLINKIT,Groceries
NEFT CR-552861471779-RENTAL INCOME,Income
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/738670538575/UDEMY,Education
POS DEBIT 385629177583 MISCPURCHASE,Miscellaneous
POS DEBIT 292716826342 CASHWITHDRAWAL,Withdrawals
UPI/P2M/610753978618/BIGBASKET,Groceries
UPI/P2M/587580540245/UDEMY,Education
UPI/P2M/905753461071/NETFLIX.COM,Entertainment
POS DEBIT 187019211438 UNIVERSITYFEES,Education
POS DEBIT 123099095729 LOCALSUPERMARKET,Groceries
UPI/P2M/449874043509/UDEMY,Education
UPI/P2M/961842480767/MCDONALDS,Food & Drinks
UPI/P2M/149636189873/AIRTEL,Bills & Utilities
NEFT CR-450233993889-FREELANCE PAYMENT,Income
UPI/P2M/851075254244/AMAZON,Shopping
POS DEBIT 680649080833 CULTFIT,Health & Fitness
POS DEBIT 270582462190 THEBEERCAFE,Food & Drinks
POS DEBIT 560878715931 BANKCHARGES,Miscellaneous
POS DEBIT 794401127281 VODAFONEIDEA,Bills & Utilities
UPI/P2M/559771325572/SWIGGY,Food & Drinks
NEFT CR-285892872333-SALARY CREDIT,Income
UPI/P2M/109040055455/BOOKMYSHOW,Entertainment
UPI/P2M/204189832382/COURSERA,Education
POS DEBIT 231036090264 LOCALGYM,Health & Fitness
POS DEBIT 498746044362 LOCALSUPERMARKET,Groceries
POS DEBIT 499747903498 CASHWITHDRAWAL,Withdrawals
POS DEBIT 825238882111 MISCPURCHASE,Miscellaneous
UPI/P2M/013913237104/GIFT,Miscellaneous
POS DEBIT 309412254665 PRIMEVIDEO,Entertainment
UPI/P2M/153746462478/ZEPTO,Groceries
POS DEBIT 390385942360 BANKCHARGES,Miscellaneous
UPI/P2M/487927250212/UDEMY,Education
POS DEBIT 951751646527 CASHWITHDRAWAL,Withdrawals
UPI/P2M/767047974329/BIGBASKET,Groceries
POS DEBIT 223052464582 CULTFIT,Health & Fitness
POS DEBIT 568351310086 PRIMEVIDEO,Entertainment
POS DEBIT 782115407192 LOCALSUPERMARKET,Groceries
POS DEBIT 274012349816 UNIVERSITYFEES,Education
UPI/P2M/120013261595/UDEMY,Education
POS DEBIT 899692158431 WATERSUPPLYDEPT,Bills & Utilities
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
NEFT CR-946320993710-FREELANCE PAYMENT,Income
UPI/P2M/373660533288/UDEMY,Education
POS DEBIT 182647935253 MUTUALFUNDSIP,Investments
UPI/P2M/180446805082/MYPROTEIN,Health & Fitness
POS DEBIT 879190188870 VODAFONEIDEA,Bills & Utilities
POS DEBIT 938464066725 RELIANCEDIGITAL,Shopping
POS DEBIT 159428121538 MUTUALFUNDSIP,Investments
POS DEBIT 666071995578 RELIANCEDIGITAL,Shopping
UPI/P2M/110402961591/STARBUCKS,Food & Drinks
UPI/P2M/868852206709/ZOMATO,Food & Drinks
POS DEBIT 572910365592 APOLLOPHARMACY,Health & Fitness
POS DEBIT 825754421552 LOCALSUPERMARKET,Groceries
POS DEBIT 372256309922 CULTFIT,Health & Fitness
UPI/P2M/633906576494/ZEPTO,Groceries
POS DEBIT 117644855290 LOCALSUPERMARKET,Groceries
